expense_id,matter_id,expense_date,expense_type,amount,vendor
2055,141,2023-09-15,Court Fees,1922.15,Rich-Esparza
2056,141,2023-04-07,Expert Witness,20608.75,"Brown, Gibbs and Lyons"
2057,141,2023-10-04,Investigation,8795.18,Farrell LLC
2058,141,2023-08-01,Deposition,2160.54,"Ross, Jones and Price"
2059,141,2023-08-30,Document Review,4882.22,Bailey Group
2060,141,2023-11-01,Travel,3207.65,Rodriguez-White
2061,141,2023-04-30,Deposition,3768.32,Tate-Gonzalez
2062,141,2023-07-15,Transcript Services,4347.55,Peterson-Munoz
2063,141,2023-06-05,Filing Fees,4858.83,"Alvarez, Ramirez and Johnson"
2064,141,2023-05-16,Deposition,2924.15,Thomas-Lewis
2065,141,2023-10-06,Deposition,7249.57,"Schroeder, Brown and Stokes"
2066,142,2023-02-27,Transcript Services,1289.01,Lewis-Lewis
2067,142,2022-09-19,Investigation,2285.07,"Henderson, King and Thompson"
2068,142,2022-10-14,Court Fees,3913.12,Sullivan-Evans
2069,142,2023-02-10,Mediation Services,9739.76,Warren-Caldwell
2070,142,2022-11-08,Mediation Services,6268.96,Davis Group
2071,142,2022-11-25,Document Review,12790.38,Martin-Bailey
2072,142,2022-12-11,Filing Fees,3113.31,Nichols-Bowers
2073,142,2023-04-04,Filing Fees,1985.44,Gomez-Schwartz
2074,142,2022-12-05,Court Fees,2991.78,Hoffman PLC
2075,142,2022-10-26,Travel,8929.96,"Contreras, Jensen and Morris"
2076,142,2023-04-09,Transcript Services,7675.99,"Newton, Doyle and Stewart"
2077,142,2022-10-16,Mediation Services,7170.09,Peck-Porter
2078,142,2022-11-20,Mediation Services,14345.26,"Russell, Meyer and Smith"
2079,142,2022-12-18,Deposition,7179.98,Walters Ltd
2080,142,2023-04-05,Expert Witness,39739.85,Johnson Ltd
2081,142,2023-04-07,Travel,9944.38,Horton-Schroeder
2082,142,2023-01-18,Investigation,12789.69,Bailey and Sons
2083,142,2023-04-06,Court Fees,2939.27,"Friedman, Wood and Cox"
2084,142,2022-11-17,Travel,8699.85,Shaw-Parrish
2085,143,2024-10-01,Court Fees,3036.48,"Duarte, Gutierrez and Bell"
2086,143,2024-11-09,Research/Legal Database,870.23,Mills-Hubbard
2087,143,2024-04-09,Deposition,4892.38,Ellis LLC
2088,143,2024-04-28,Travel,2953.12,"Martin, Graham and Mitchell"
2089,143,2024-09-19,Research/Legal Database,10507.95,"Kim, Campbell and Oliver"
2090,143,2024-12-08,Transcript Services,10629.74,Cowan Inc
2091,143,2024-04-01,Travel,8075.21,Jensen Group
2092,143,2024-04-06,Research/Legal Database,3549.83,"Walton, Ho and Garcia"
2093,143,2024-07-17,Filing Fees,1800.93,"Shaffer, Contreras and Christian"
2094,143,2024-05-08,Expert Witness,13371.95,Arnold-Wilson
2095,143,2024-11-17,Mediation Services,13862.61,Bell Group
2096,143,2024-07-07,Deposition,3160.66,"Padilla, Figueroa and Smith"
2097,143,2024-06-26,Research/Legal Database,12324.42,Romero LLC
2098,143,2024-11-24,Investigation,5952.9,Parker-Orr
2099,143,2024-12-03,Transcript Services,9964.74,"Allen, Mccullough and Perry"
2100,143,2024-03-10,Document Review,2897.4,Gibbs PLC
2101,143,2024-11-07,Investigation,13817.47,"Stewart, Jackson and Armstrong"
2102,143,2024-07-13,Transcript Services,14029.25,"Beltran, Lee and Newman"
2103,143,2024-11-09,Research/Legal Database,3745.6,"Patterson, Ayers and Myers"
2104,143,2024-10-10,Mediation Services,13078.26,Strong-Holmes
2105,143,2024-07-15,Research/Legal Database,1177.64,Mckinney and Sons
2106,143,2024-08-04,Travel,7174.09,"Ray, Myers and Gill"
2107,143,2024-12-05,Expert Witness,30885.42,"Moore, Morris and Davis"
2108,143,2024-03-13,Document Review,10486.73,Fuller PLC
2109,143,2024-04-20,Expert Witness,7936.64,"Zimmerman, Knapp and Miller"
2110,144,2023-10-31,Travel,3051.58,"Gross, Lucero and Walters"
2111,144,2024-07-30,Research/Legal Database,7985.85,Allen and Sons
2112,144,2023-09-02,Document Review,2505.35,"Pittman, Barber and Roman"
2113,144,2023-10-28,Document Review,7672.34,Hopkins-Hill
2114,144,2024-11-16,Court Fees,3220.92,"Johnson, Mercer and Camacho"
2115,144,2023-04-27,Mediation Services,2665.59,"Martinez, Thomas and Green"
2116,144,2023-06-14,Transcript Services,631.85,Snyder LLC
2117,144,2024-10-31,Investigation,5305.29,Myers Group
2118,144,2024-08-11,Deposition,8758.16,Jones-Chung
2119,144,2023-04-03,Deposition,8584.67,"Barnes, Preston and Schultz"
2120,144,2023-12-18,Deposition,2141.54,White Inc
2121,144,2024-10-25,Filing Fees,759.11,"Bradley, Obrien and Johnson"
2122,144,2024-12-14,Investigation,5192.31,Webb-Mendez
2123,144,2024-02-22,Transcript Services,10501.03,Boyd LLC
2124,144,2024-11-10,Transcript Services,1506.88,Obrien PLC
2125,144,2023-02-25,Mediation Services,14411.28,"Hodges, Robinson and Diaz"
2126,144,2024-10-22,Court Fees,632.55,Murphy and Sons
2127,144,2023-04-08,Filing Fees,4048.71,"Case, Adams and Olson"
2128,144,2024-11-28,Travel,2921.0,Erickson-Pearson
2129,144,2023-12-29,Research/Legal Database,3172.42,Graham-Potts
2130,144,2024-11-07,Filing Fees,4968.03,Thompson-Mcdaniel
2131,144,2024-10-14,Research/Legal Database,13747.36,Hayden-Garcia
2132,144,2024-08-10,Investigation,7016.3,"Collins, Bauer and Mckay"
2133,144,2024-01-12,Investigation,3665.99,Henderson-Burgess
2134,145,2023-11-27,Filing Fees,4490.16,"Rodriguez, Reyes and Gonzalez"
2135,145,2023-10-02,Mediation Services,10647.73,"Weiss, Cole and Preston"
2136,145,2023-12-14,Expert Witness,47972.37,Matthews-Carter
2137,145,2023-11-28,Filing Fees,4678.61,"Clements, Moreno and Sanders"
2138,145,2023-09-02,Investigation,910.02,Jordan-Lopez
2139,145,2023-09-18,Investigation,550.01,Sandoval LLC
2140,145,2023-09-06,Mediation Services,5741.84,Martinez-Flores
2141,146,2022-04-17,Filing Fees,4089.07,Lewis-Bradley
2142,146,2022-10-29,Deposition,6529.26,Hoffman Group
2143,146,2022-10-06,Research/Legal Database,9546.62,Rose Inc
2144,146,2023-03-29,Document Review,2461.44,"Franklin, Ware and Heath"
2145,146,2022-05-27,Document Review,1729.81,"Fisher, Avila and Stewart"
2146,146,2022-10-29,Expert Witness,33814.09,Williams Group
2147,146,2023-02-18,Document Review,11054.91,Fisher-Martinez
2148,146,2022-07-27,Research/Legal Database,13518.2,Garza-Young
2149,146,2022-04-24,Document Review,768.29,Schneider PLC
2150,146,2023-12-22,Filing Fees,2629.59,Mitchell-Skinner
2151,146,2022-12-19,Deposition,5557.06,"Hull, Williams and Newman"
2152,146,2022-05-24,Filing Fees,2540.49,Gallegos Group
2153,147,2024-01-17,Deposition,6122.57,Stewart-Reed
2154,147,2022-11-15,Expert Witness,42883.58,Snyder-Williams
2155,147,2023-04-10,Filing Fees,4236.83,Snyder-Davidson
2156,147,2024-05-20,Expert Witness,42924.63,Pace-Garcia
2157,147,2023-02-19,Travel,7359.3,Taylor LLC
2158,147,2024-04-17,Travel,8243.65,"Graham, Jackson and Lee"
2159,147,2024-05-15,Deposition,6708.63,Cabrera-Medina
2160,147,2022-09-27,Filing Fees,4473.67,"Parrish, Green and Glover"
2161,147,2022-12-06,Document Review,14215.03,Jones-Murphy
2162,148,2023-10-14,Document Review,8818.31,Nelson-Jackson
2163,148,2022-11-18,Document Review,5068.39,Wilson-Flores
2164,148,2022-11-25,Investigation,9862.49,"Barron, Church and Gutierrez"
2165,148,2023-06-21,Travel,1940.38,Boyd and Sons
2166,148,2023-09-20,Travel,9828.46,"Henry, Ramirez and Barton"
2167,148,2023-07-15,Transcript Services,10351.17,Baker LLC
2168,148,2023-12-21,Transcript Services,12660.32,Hansen-Salas
2169,149,2024-01-08,Transcript Services,11949.11,"Foley, Neal and Jones"
2170,149,2023-12-17,Document Review,9181.76,Smith and Sons
2171,149,2023-12-14,Mediation Services,6695.12,Lopez-Garcia
2172,149,2023-11-10,Transcript Services,11231.35,"Gill, Palmer and Edwards"
2173,149,2024-02-13,Deposition,8324.81,"Gibson, Moore and Wagner"
2174,149,2024-02-09,Expert Witness,44004.89,Rangel Group
2175,149,2024-02-17,Transcript Services,10681.9,"Palmer, Deleon and Lopez"
2176,149,2023-11-19,Travel,2286.3,Parks PLC
2177,149,2024-01-06,Filing Fees,3987.85,Murray Inc
2178,149,2024-01-19,Filing Fees,1834.69,Smith Group
2179,149,2023-11-08,Research/Legal Database,2410.93,Alvarez PLC
2180,149,2023-12-12,Travel,9778.24,Wilson-Pierce
2181,149,2023-11-29,Document Review,13451.23,Hernandez PLC
2182,150,2023-06-25,Research/Legal Database,1962.24,Brown-Nelson
2183,150,2022-08-04,Mediation Services,8993.0,"Reyes, Reilly and Lee"
2184,150,2022-11-01,Mediation Services,12180.93,Wheeler PLC
2185,150,2023-12-14,Court Fees,3472.4,"Hamilton, Maldonado and Lucas"
2186,150,2024-11-20,Court Fees,1982.95,Wilson Inc
2187,150,2023-11-12,Document Review,8654.58,Jones Inc
2188,150,2023-01-24,Deposition,3051.81,"Lyons, Sullivan and Long"
2189,150,2022-12-01,Expert Witness,5183.77,"Adams, Harris and Floyd"
